1979-01-16,79,192.799,144
1979-02-16,108,210.019,138
1979-03-16,160,236.685,181
1979-04-16,206,189.569,213
1979-05-16,385,248.442,377
1979-06-16,142,305.213,511
1979-07-16,28,187.373,101
1979-08-16,9,70.4378,17
1979-09-16,7,27.7279,13
1979-10-16,11,19.3331,13
1979-11-16,23,17.0908,23
1979-12-16,32,21.9637,31
1980-01-16,383,436.164,383
1980-02-16,257,326.368,245
1980-03-16,136,220.42,160
1980-04-16,202,97.4554,130
1980-05-16,321,159.598,205
1980-06-16,268,142.102,110
1980-07-16,134,238.06,138
1980-08-16,26,148.637,41
1980-09-16,13,64.1756,28
1980-10-16,9,32.4015,38
1980-11-16,7,19.708,30
1980-12-16,12,16.2485,22
1981-01-16,40,18.5881,23
1981-02-16,40,60.0346,43
1981-03-16,82,149.3,112
1981-04-16,164,158.734,202
1981-05-16,165,160.691,217
1981-06-16,57,131.633,97
1981-07-16,6,51.8541,19
1981-08-16,3,23.2758,6
1981-09-16,5,15.8757,4
1981-10-16,10,14.5585,8
1981-11-16,100,45.9328,100
1981-12-16,187,243.12,160
1982-01-16,169,283.956,183
1982-02-16,329,360.751,257
1982-03-16,253,302.946,253
1982-04-16,433,433.005,433
1982-05-16,441,293.809,504
1982-06-16,251,282.246,449
1982-07-16,109,191.326,109
1982-08-16,26,116.72,28
1982-09-16,38,51.6992,25
1982-10-16,88,37.3912,54
1982-11-16,122,152.405,122
1982-12-16,160,323.141,210
1983-01-16,183,244.16,169
1983-02-16,245,294.344,197
1983-03-16,411,455.119,411
1983-04-16,213,192.516,222
1983-05-16,504,255.343,382
1983-06-16,632,415.958,632
1983-07-16,287,367.918,287
1983-08-16,77,212.313,50
1983-09-16,29,89.7131,38
1983-10-16,24,47.0056,88
1983-11-16,225,169.558,225
1983-12-16,153,364.241,265
1984-01-16,144,193.158,146
1984-02-16,98,98.3362,78
1984-03-16,137,131.281,96
1984-04-16,157,128.084,136
1984-05-16,297,200.315,292
1984-06-16,148,261.243,382
1984-07-16,41,136.655,41
1984-08-16,10,47.3966,11
1984-09-16,0,24.0491,7
1984-10-16,11,17.6844,11
1984-11-16,48,22.2496,42
1984-12-16,31,82.1941,132
1985-01-16,26,61.8921,54
1985-02-16,48,61.5454,52
1985-03-16,79,113.772,86
1985-04-16,206,177.41,206
1985-05-16,171,201.623,300
1985-06-16,53,137.452,106
1985-07-16,3,50.5963,17
1985-08-16,0,23.8058,7
1985-09-16,2,16.4559,4
1985-10-16,0,15.6034,10
1985-11-16,40,15.0033,17
1985-12-16,43,27.1489,35
1986-01-16,99,112.569,87
1986-02-16,532,554.291,532
1986-03-16,353,395.608,305
1986-04-16,253,193.214,234
1986-05-16,300,201.238,297
